id	chr	pos	pvalue
437	1	86133	0.539873266359791
438	1	148094	0.083842747611925
439	1	4414	0.204943576594815
440	1	229658	0.953435276867822
441	1	21555	0.351049056276679
442	1	221333	0.920453049475327
443	1	199216	0.386776583269238
444	1	154387	0.759216894395649
445	1	39172	0.00972678465768695
446	1	81672	0.677851998014376
447	1	32253	0.335310383699834
448	1	125573	0.320856970734894
449	1	133442	0.761860742699355
450	1	99097	0.327820308506489
451	1	100100	0.924263102235273
452	1	182055	0.907384630292654
453	1	185546	0.0322997539769858
454	1	182711	0.781544029247016
455	1	169667	0.902422721264884
456	1	94530	0.983712411252782
457	1	239652	0.506438468582928
458	1	206338	0.0580208501778543
459	1	173799	0.042242567287758
460	1	213258	0.633305095601827
461	1	42485	0.101242271950468
462	1	129634	0.641501755453646
463	1	47357	0.0113203295040876
464	1	207811	0.38740265998058
465	1	96968	0.663401196012273
466	1	174427	0.733257274376228
467	1	34668	0.514725294662639
468	1	95108	0.551846753107384
469	1	79547	0.486185749759898
470	1	6321	0.849183894926682
471	1	16500	0.00318971695378423
472	1	173772	0.608464726712555
473	1	7029	0.00375477969646454
474	1	428	0.990600107936189
475	1	216531	0.732342791277915
476	1	247007	0.449754833243787
477	1	175546	0.159837660146877
478	1	17539	0.048449823865667
479	1	248105	0.92617763299495
480	1	76687	0.323172870790586
481	1	44069	0.934774512890726
482	1	134352	0.248984755948186
483	1	28487	0.263242484536022
484	1	133037	0.738025150261819
485	1	113263	0.47659139893949
486	1	175183	0.778225536691025
487	1	199966	0.351821672637016
488	1	503	0.483436201233417
489	1	35038	0.20529814157635
490	1	96810	0.787611078238115
491	1	36303	0.0540220155380666
492	1	86360	0.00635961187072098
493	1	203392	0.361896155402064
494	1	36234	0.262757269665599
495	1	168762	0.706298194359988
496	1	179734	0.776229022070765
497	1	172423	0.105518229538575
498	1	241926	0.95122585259378
499	1	28454	0.659960178891197
500	1	128684	0.317518214462325
501	1	74220	0.438291145255789
502	1	234478	0.218149258755147
503	1	242525	0.369294246193022
504	1	130205	0.116071340860799
505	1	176552	0.642954693641514
506	1	192390	0.0908272780943662
507	1	244786	0.716670141555369
508	1	60679	0.776331457076594
509	1	110888	0.0886687175370753
510	1	244144	0.974214958492666
511	1	234843	0.545477299019694
512	1	130995	0.568259035935625
513	1	212876	0.698532450478524
514	1	178850	0.980259555159137
515	1	120800	0.283937198342755
516	1	74025	0.717526759719476
517	1	176275	0.786321117077023
518	1	131603	0.519261679844931
519	1	46094	0.24483051430434
520	1	237145	0.436396397650242
521	1	105148	0.419453335693106
522	1	82922	0.742254021577537
523	1	142267	0.505955189932138
524	1	68356	0.151875100331381
525	1	50059	0.534308223985136
526	1	204290	0.785771936178207
527	1	158273	0.958650775253773
528	1	158302	0.668253909796476
529	1	155616	0.815400758292526
530	1	69458	0.111057082889602
531	1	195153	0.943649704102427
532	1	199861	0.974536631256342
533	1	153288	0.473778357030824
534	1	173065	0.889781491830945
535	1	39086	0.473737814929336
536	1	195301	0.901806571753696
537	1	224877	0.949016551952809
538	1	88018	0.252341619925573
539	1	129279	0.338247981620952
540	1	199099	0.770108496537432
541	1	196193	0.575144140748307
542	1	178669	0.181567241204903
543	1	152499	0.92138010612689
544	1	94408	0.57005358254537
545	1	166370	0.117131314938888
546	1	34853	0.8545414628461
547	1	10382	0.033111001830548
548	1	157002	0.590213022194803
549	1	208977	0.501127306837589
550	1	15169	0.664401949383318
551	1	91108	0.91419480368495
552	1	246432	0.205076103797182
553	1	189416	0.459696747828275
554	1	166838	0.116158163174987
555	1	184981	0.528998389840126
556	1	36624	0.0703128171153367
557	1	201395	0.407781456597149
558	1	228143	0.773822223069146
559	1	183202	0.342112776357681
560	1	116039	0.177974586840719
561	1	51751	0.453304269118235
562	1	4473	0.374992226716131
563	1	18673	0.218148767249659
564	1	144439	0.880481432657689
565	1	112137	0.432218446396291
566	1	249108	0.410419833147898
567	1	126967	0.513129364233464
568	1	32289	0.104386304738
569	1	26146	0.439376081107184
570	1	39353	0.975647821556777
571	1	49273	0.387863444862887
572	1	143523	0.864254822721705
573	1	189707	0.221245981752872
574	1	112926	0.438148085493594
575	1	167456	0.553996635833755
576	1	200820	0.182177527574822
577	1	86324	0.145550220506266
578	1	92271	0.0835440354421735
579	1	1769	0.661030130460858
580	1	78856	0.757617311086506
581	1	9234	0.273393173934892
582	1	50653	0.000776444096118212
583	1	117386	0.598507435526699
584	1	120510	0.616834962274879
585	1	111042	0.33402965660207
586	1	65171	0.446357026463374
587	1	49097	0.406621591420844
588	1	33238	0.213860036339611
589	1	232166	0.59077988169156
590	1	43761	0.297126166522503
591	1	143327	0.69282045471482
592	1	231595	0.741603550966829
593	1	226784	0.580925182672217
594	1	137380	0.0730950562283397
595	1	113285	0.109067006502301
596	1	136116	0.555142971221358
597	1	191950	0.602029165253043
598	1	221235	0.288746087811887
599	1	236443	0.264397462829947
600	1	134768	0.837259138701484
601	1	102578	0.121433541411534
602	1	173154	0.41994063439779
603	1	18996	0.0285823321901262
604	1	127883	0.915705581894144
605	1	3006	0.636287909466773
606	1	135448	0.225517786107957
607	1	125388	0.987026980612427
608	1	210604	0.925199650693685
609	1	39029	0.631917737424374
610	1	223224	0.925659611355513
611	1	124446	0.864914374658838
612	1	222126	0.793105796445161
613	1	4534	0.066275866702199
614	1	112629	0.990177490282804
615	1	115170	0.91369510628283
616	1	78393	0.139746276661754
617	1	108283	0.240718123503029
618	1	85563	0.14109601941891
619	1	177101	0.476713219191879
620	1	1802	0.648156681563705
621	1	187363	0.148423294071108
622	1	242184	0.759474322665483
623	1	164690	0.900312929181382
624	1	2223	0.775335964281112
625	1	217065	0.190596451982856
626	1	213973	0.160303932381794
627	1	57344	0.740269312169403
628	1	97839	0.264317740919068
629	1	92113	0.937730102567002
630	1	151235	0.699263441842049
631	1	242467	0.272328537423164
632	1	162430	0.748825466260314
633	1	158131	0.669306641211733
634	1	227191	0.716468220809475
635	1	190306	0.718687548302114
636	1	15315	0.431702505098656
637	1	162756	0.173147069988772
638	1	63940	0.477008738787845
639	1	220400	0.265694216592237
640	1	129392	0.232551242690533
641	1	225096	0.403413054533303
642	1	35255	0.447835460770875
643	1	145768	0.300451130373403
644	1	106387	0.0331082793418318
645	1	89199	0.558616775786504
646	1	97739	0.382235137978569
647	1	115515	0.651364114833996
648	1	249830	0.124271546723321
649	1	225687	0.212653741007671
650	1	54239	0.29713842459023
651	1	126185	0.0121589240152389
652	1	199065	0.873350458452478
653	1	161251	0.108538665343076
654	1	226904	0.983769044745713
655	1	148028	0.580580004025251
656	1	232397	0.415185632416978
657	1	207685	0.396613822085783
658	1	195894	0.121090745553374
659	1	71053	0.736870983149856
660	1	172175	0.718364920001477
661	1	121131	0.45375065272674
662	1	180943	0.638397994916886
663	1	79453	0.987763886572793
664	1	177008	0.274230713257566
665	1	231670	0.537201471161097
666	1	161572	0.735669961897656
667	1	86888	0.0420359298586845
668	1	195640	0.415521774208173
669	1	532	0.977721277857199
670	1	247723	0.806852112757042
671	1	55732	0.555669979890808
672	1	72883	0.980211804853752
673	1	181084	0.890695519512519
674	1	163329	0.79734715889208
675	1	111616	0.235722748329863
676	1	139048	0.271036807680503
677	1	158032	0.545263392385095
678	1	157947	0.771348376059905
679	1	147322	0.150612501194701
680	1	242830	0.220317387022078
681	1	113759	0.0465513872914016
682	1	141149	0.824776787310839
683	1	174545	0.56923319469206
684	1	157047	0.624493387062103
685	1	9548	0.518029213882983
686	1	233422	0.887571025406942
687	1	114736	0.785430735442787
688	1	13524	0.939489421900362
689	1	149364	0.442525543505326
690	1	82951	0.954769896809012
691	1	247642	0.993334733415395
692	1	139624	0.699736343929544
693	1	46249	0.100082496413961
694	1	111844	0.842150076292455
695	1	10586	0.612971804337576
696	1	132569	0.621114874957129
697	1	18897	0.777591107413173
698	1	199449	0.384319258388132
699	1	238855	0.95168782141991
700	1	41056	0.438359511783347
701	1	137780	0.916381137212738
702	1	55833	0.156203209422529
703	1	39820	0.617742175469175
704	1	222816	0.502204396063462
705	1	120268	0.286859550280496
706	1	127054	0.473119280999526
707	1	200709	0.0139871956780553
708	1	112591	0.0429145623929799
709	1	102654	0.541527856141329
710	1	132531	0.819175453623757
711	1	106875	0.776432013139129
712	1	202152	0.32655088766478
713	1	244878	0.466512908693403
714	1	71960	0.517609797418118
715	1	199683	0.309678433462977
716	1	47946	0.312762389192358
717	1	227500	0.208998407702893
718	1	96447	0.129895432386547
719	1	12729	0.101336289197206
720	1	177798	0.873202555114403
721	1	9221	0.238103773677722
722	1	248191	0.300191329559311
723	1	160983	0.421103278174996
724	1	149457	0.523343538399786
725	1	61758	0.871781872352585
726	1	115245	0.569628082914278
727	1	157554	0.599490756168962
728	1	180716	0.622609132435173
729	1	72246	0.797477968968451
730	1	246747	0.901237830286846
731	1	215002	0.343393493210897
732	1	185791	0.736409661127254
733	1	242210	0.431833550101146
734	1	71006	0.237513559637591
735	1	226114	0.854144510813057
736	1	103452	0.735626080539078
737	1	77303	0.442634984850883
738	1	244500	0.598387900739908
739	1	68313	0.0658529282081872
740	1	166828	0.105351075064391
741	1	202299	0.639392845332623
742	1	59228	0.977391660679132
743	1	27285	0.808011586777866
744	1	23844	0.768740045605227
745	1	51400	0.44573531113565
746	1	174074	0.345978152705356
747	1	166382	0.911938702687621
748	1	149582	0.902185232611373
749	1	12894	0.332231404725462
750	1	39186	0.176733695436269
751	1	95044	0.940019737463444
752	1	63502	0.605256064329296
753	1	153927	0.631895961705595
754	1	199226	0.452120151836425
755	1	124697	0.319056239677593
756	1	5237	0.262325475690886
757	1	67037	0.724054815946147
758	1	244333	0.756850716890767
759	1	166904	0.190112260170281
760	1	234032	0.232657075393945
761	1	33510	0.139508389635012
762	1	212638	0.152984287822619
763	1	4991	0.42048944788985
764	1	113977	0.617203070549294
765	1	240439	0.67066890723072
766	1	3554	0.171852405415848
767	1	207138	0.450590946478769
768	1	109150	0.845310617703944
769	1	192869	0.491271112579852
770	1	113991	0.641792899230495
771	1	154461	0.707529478473589
772	1	61151	0.467557191615924
773	1	126558	0.648412921931595
774	1	151721	0.799451405880973
775	1	50830	0.286843983922154
776	1	64253	0.513088270556182
777	1	5041	0.787237113108858
778	1	205161	0.206320467172191
779	1	214778	0.614227763609961
780	1	129471	0.459499921184033
781	1	232109	0.458566344110295
782	1	151937	0.230541706783697
783	1	24579	0.286984822480008
784	1	102965	0.640450490638614
785	1	104669	0.571563068311661
786	1	17465	0.467160927364603
787	1	65121	0.98487847414799
788	1	85808	0.583752556238323
789	1	19804	0.749617842957377
790	1	157956	0.537261775229126
791	1	121669	0.0405963372904807
792	1	110293	0.00601345649920404
793	1	75031	0.130182079505175
794	1	161334	0.151527554960921
795	1	249283	0.361389604164287
796	1	206476	0.697592377196997
797	1	167382	0.78282139194198
798	1	37314	0.448869012063369
799	1	14593	0.162661852547899
800	1	129392	0.990853946655989
801	1	38938	0.394786737160757
802	1	177947	0.269866865361109
803	1	2101	0.914842592552304
804	1	224241	0.189072899287567
805	1	115101	0.0498915403150022
806	1	181901	0.991636214312166
807	1	247070	0.912817602045834
808	1	197901	0.896224224707112
809	1	214806	0.442049939185381
810	1	114904	0.666639637667686
811	1	30102	0.723834902746603
812	1	92447	0.44262091233395
813	1	131297	0.311589298537001
814	1	24931	0.239070710493252
815	1	170967	0.514555575791746
816	1	77839	0.799848611000925
817	1	235177	0.750507530523464
818	1	43026	0.998940968886018
819	1	136467	0.490267553599551
820	1	200801	0.60588439879939
821	1	14812	0.238207081332803
822	1	202212	0.302253195783123
823	1	47224	0.769110256806016
824	1	147066	0.058231690665707
825	1	185533	0.778392526553944
826	1	59595	0.959649772150442
827	1	230640	0.22955641662702
828	1	180033	0.412343847798184
829	1	60544	0.20430794544518
830	1	195997	0.937372287036851
831	1	83913	0.278351376298815
832	1	13677	0.577202924294397
833	1	228136	0.813789885491133
834	1	243635	0.743439526297152
835	1	40353	0.598761517554522
836	1	221881	0.839620067039505
837	1	53309	0.0115275930147618
838	1	137049	0.230169658781961
839	1	31727	0.615953652188182
840	1	211834	0.275855273008347
841	1	93253	0.308733556885272
842	1	134086	0.754762942204252
843	1	229091	0.586553367553279
844	1	107695	0.303063488332555
845	1	40648	0.682127454085276
846	1	75987	0.774879081873223
847	1	162082	0.0390766309574246
848	1	182072	0.106038198806345
849	1	17127	0.653128609992564
850	1	150055	0.240348134189844
851	1	1842	0.202250777045265
852	1	120926	0.0701194265857339
853	1	145558	0.772583287674934
854	1	91016	0.548228728352115
855	1	18538	0.332580315647647
856	1	206648	0.436341750901192
857	1	243009	0.486626870930195
858	1	32080	0.855612654937431
859	1	535	0.0877788397483528
860	1	191052	0.103781901067123
861	1	65989	0.317004500422627
862	1	248861	0.129053235286847
863	1	67079	0.777000969043002
864	1	202099	0.154422785853967
865	1	97980	0.966790027916431
866	1	139537	0.246954001719132
867	1	238430	0.675856153247878
868	1	218888	0.84580968064256
869	1	156624	0.111824553227052
870	1	72185	0.0403077998198569
871	1	70699	0.40892307786271
872	1	109714	0.229475209023803
873	1	46948	0.941814163234085
874	1	108231	0.0229667453095317
875	1	181347	0.096667317673564
876	1	45394	0.354666307335719
877	1	55372	0.00905870855785906
878	1	160187	0.404403507476673
879	1	210504	0.430649127112702
880	1	20581	0.626398174325004
881	1	225615	0.685728442156687
882	1	143975	0.116569756763056
883	1	214027	0.97689567739144
884	1	40135	0.23457931750454
885	1	98987	0.823511004215106
886	1	142067	0.240702469833195
887	1	32971	0.479630479356274
888	1	215556	0.513082011369988
889	1	172359	0.108304033055902
890	1	231187	0.552941041998565
891	1	227241	0.570547461509705
892	1	165981	0.826104243751615
893	1	211283	0.508072623750195
894	1	43910	0.897468131966889
895	1	63543	0.853816052200273
896	1	61295	0.697576344944537
897	1	152823	0.360375153832138
898	1	39517	0.898261401802301
899	1	140395	0.651503169210628
900	1	122493	0.221858407836407
901	1	133061	0.764880057424307
902	1	158951	0.408617936773226
903	1	52019	0.968472672859207
904	1	175211	0.474598734872416
905	1	96960	0.850751617690548
906	1	116291	0.294871707912534
907	1	86232	0.917896287515759
908	1	42405	0.0123214607592672
909	1	187967	0.976923727197573
910	1	209287	0.392864603083581
911	1	91042	0.102595119737089
912	1	120290	0.481520993867889
913	1	93846	0.683033285429701
914	1	4276	0.919166507199407
915	1	216411	0.615152413956821
916	1	48983	0.149406624492258
917	1	82349	0.486074016662315
918	1	115762	0.694309197366238
919	1	12929	0.82756114192307
920	1	144191	0.172301761806011
921	1	133795	0.250709983054549
922	1	237380	0.962558420840651
923	1	53375	0.0363390725106001
924	1	249040	0.681273385882378
925	1	11208	0.887957653030753
926	1	105202	0.245429680217057
927	1	154648	0.0899332102853805
